ResponseId,Q120,MainBranch,Age,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,TechList,BuyNewTool,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,AISearchHaveWorkedWith,AISearchWantToWorkWith,AIDevHaveWorkedWith,AIDevWantToWorkWith,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,SOAI,AISelect,AISent,AIAcc,AIBen,AIToolInterested in Using,AIToolCurrently Using,AIToolNot interested in Using,AINextVery different,AINextNeither different nor similar,AINextSomewhat similar,AINextVery similar,AINextSomewhat different,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,ProfessionalTech,Industry,SurveyLength,SurveyEase,ConvertedCompYearly
51345,I agree,I am a developer by profession,35-44 years old,"Not employed, and not looking for work",,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial,,12,,,,,Investigate,Start a free trial,Australia,,,Python,Go;Python;Rust,PostgreSQL,PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS),,,,,Docker;Pacman;Pip,Docker;Pacman;Pip,IPython;Sublime Text;Visual Studio Code,IPython;Sublime Text;Visual Studio Code,Arch,Arch,Confluence;Markdown File,Markdown File,Microsoft Teams;Slack;Whatsapp,Slack;Whatsapp,,,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",,"No, and I don't plan to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too long,Easy,
51475,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;School or academic work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Books / Physical media;Other (please specify):,,,10,5,Academic researcher,I don’t know,I have little or no influence,,Visit developer communities like Stack Overflow,Brazil,BRL	Brazilian real,,Python,Bash/Shell (all shells);Haskell;Python,,,,,,,NumPy,NumPy,,,Jupyter Notebook/JupyterLab;Spyder,Jupyter Notebook/JupyterLab;Visual Studio Code,MacOS,MacOS,GitHub Discussions,,Google Meet;Telegram;Whatsapp;Zoom,,WolframAlpha,ChatGPT;WolframAlpha,,,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",,"No, but I plan to soon",Favorable,,Somewhat distrust,,,,,,,,,No,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
51571,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Professional development or self-paced learning from online courses,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Books;How-to videos;Stack Overflow,,5,2,Project manager,100 to 499 employees,I have little or no influence,,Start a free trial;Ask developers I know/work with,France,EUR European Euro,98000.0,Python,Python,,,,,,,Keras;NumPy;Pandas;Scikit-Learn;TensorFlow,Keras;NumPy;Pandas;Scikit-Learn;TensorFlow,,,Jupyter Notebook/JupyterLab;Visual Studio Code,Jupyter Notebook/JupyterLab;Visual Studio Code,Debian,Windows,Wikis,Wikis,Mattermost;Microsoft Teams,Mattermost;Microsoft Teams,,,,,Stack Overflow,A few times per week,Not sure/can't remember,,"No, not really",Don't know,"No, and I don't plan to",,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,104948.0
51800,I agree,I am a developer by profession,25-34 years old,"Employed, full-time",In-person,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum)",Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow,,9,6,Data scientist or machine learning specialist,20 to 99 employees,I have some influence,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,"Iran, Islamic Republic of...",IRR	Iranian rial,1800000000.0,Python,Python;Rust,Elasticsearch,Elasticsearch;Neo4J,,,,,CUDA;Keras;NumPy;Opencv;Scikit-Learn;TensorFlow,CUDA;Keras;NumPy;Opencv;Scikit-Learn;TensorFlow;Torch/PyTorch,Pip,Pip,Visual Studio Code,Visual Studio Code,Ubuntu;Windows;Windows Subsystem for Linux (WSL),Ubuntu;Windows;Windows Subsystem for Linux (WSL),Trello,Trello,Telegram,Telegram,ChatGPT,,,,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, definitely","train a model that responds to questions like a chatbot, but also gives links to questions that were related to given answer. like a chatGPT but with proof.","No, and I don't plan to",,,,,,,,,,,,Yes,Individual contributor,6.0,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,3-5 times a week,6-10 times a week,Never,Over 120 minutes a day,60-120 minutes a day,None of these,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,42520.0
51855,I agree,I am a developer by profession,25-34 years old,"Employed, full-time",In-person,Hobby;Contribute to open-source projects;Bootstrapping a business;Professional development or self-paced learning from online courses;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Coding Bootcamp,,,5,,Data scientist or machine learning specialist,100 to 499 employees,I have some influence,Given a list,Visit developer communities like Stack Overflow,India,INR	Indian rupee,,Python,Python,MySQL,MySQL,,,,,Hadoop,,,,,,,Windows,,,,,,,,,Collectives on Stack Overflow,A few times per week,Yes,A few times per month or weekly,"No, not really","As an AI language model, I don't have opinions, but I can provide some insights into how AI tools could potentially be used to improve the experience on Stack Overflow.  There are several ways that AI tools could be used to enhance the user experience on Stack Overflow. Here are a few examples:  Automated content moderation: AI tools could be used to automatically detect and remove low-quality or inappropriate content from Stack Overflow. This could help reduce the amount of spam, trolling, and other unwanted content on the platform, making it a more pleasant and useful resource for developers.  Smart suggestions: AI tools could be used to suggest relevant questions, answers, and tags based on the user's browsing and search history. This could help users find the information they need more quickly and easily, and encourage them to explore related topics.  Natural language processing: AI tools could be used to improve the search functionality on Stack Overflow by allowing users to search for content using natural language queries. This could help users find relevant content more easily, even if they are not familiar with the specific terminology or syntax used in the programming language or framework they are working with.  Personalization: AI tools could be used to personalize the user experience on Stack Overflow by recommending content, topics, and users that are relevant to the user's interests and expertise. This could help users discover new topics and communities, and connect with other developers who share their interests.  Overall, AI tools have the potential to improve the user experience on Stack Overflow by making it easier to find relevant content, connect with other developers, and learn new skills. However, it's important to ensure that these tools are used in a responsible and transparent way, and that they do not inadvertently introduce bias or harm to the platform.",Yes,Favorable,Greater efficiency,Somewhat trust,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ;Other (please describe),,,,,,,,Yes,Individual contributor,5.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Never,Never,Never,Less than 15 minutes a day,Less than 15 minutes a day,AI-assisted technology tool(s),"Information Services, IT, Software Development, or other Technology",Too short,Easy,
51889,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Books / Physical media;Online Courses or Certification;On the job training,,Coursera,25,5,Other (please specify):,"1,000 to 4,999 employees",I have little or no influence,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,France,EUR European Euro,100000.0,Python,,PostgreSQL,,Amazon Web Services (AWS),,,,NumPy;Pandas;Scikit-Learn,,,,Spyder,,Windows,,Confluence,,Microsoft Teams;Whatsapp,,ChatGPT,,,,Stack Overflow,A few times per month or weekly,No,,Not sure,,Yes,Favorable,Other (please explain),Somewhat distrust,Project planning;Documenting code;Testing code;Committing and reviewing code;Collaborating with teammates ,Learning about a codebase;Writing code;Debugging and getting help,Deployment and monitoring,,,,,Learning about a codebase;Writing code;Debugging and getting help,No,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,107090.0
52042,I agree,I code primarily as a hobby,18-24 years old,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow",,4,,"Developer, full-stack",,,Other,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd;Ask a generative AI tool,India,,,Python,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;Rust;SQL,SQLite,Redis,Vercel,Amazon Web Services (AWS);Microsoft Azure;Vercel,Flask,Django;Flask;jQuery;Next.js;Node.js;React;Vue.js,Electron;Qt,Capacitor;CUDA;Electron;Hugging Face Transformers;NumPy;Qt;Tauri;TensorFlow;Torch/PyTorch,Cargo;Chocolatey;npm;Pacman;Pip,Cargo;CMake;Docker;Kubernetes;LLVM's Clang;npm;Pip,IPython;Jupyter Notebook/JupyterLab;Notepad++;Visual Studio Code;VSCodium,IPython;Jupyter Notebook/JupyterLab;Notepad++;Vim;Visual Studio Code;VSCodium,Windows;Windows Subsystem for Linux (WSL),Ubuntu;Windows;Windows Subsystem for Linux (WSL),GitHub Discussions;Markdown File,GitHub Discussions;Markdown File,Discord;Telegram;Whatsapp,Discord;Telegram;Whatsapp,Bing AI;ChatGPT,ChatGPT,,,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat","instant answers to questions, by an ai, that answer will mark as AI/Bot, which may be used if correct.","No, but I plan to soon",Favorable,,Neither trust nor distrust,,,,,,,,,,,,,,,,,,,,,,,,,,,Too long,Neither easy nor difficult,
52047,I agree,I am learning to code,35-44 years old,"Not employed, but looking for work",,,"Associate degree (A.A., A.S., etc.)","Books / Physical media;Colleague;Friend or family member;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Coding Bootcamp","Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Click to write Choice 20",Codecademy;Coursera;Skillsoft,3,,Student,,,Given a list,Start a free trial;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2 Crowd,Ukraine,,,Python,C#;Go,,,Google Cloud,,,,.NET Framework (1.0 - 4.8),,,,PyCharm,,Other Linux-based;Windows,,,,Telegram,,ChatGPT,,,,I have never visited Stack Overflow or the Stack Exchange network,,Yes,I have never participated in Q&A on Stack Overflow,Neutral,,Yes,Favorable,Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding,Somewhat trust,,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,,Learning about a codebase,Documenting code,Debugging and getting help,Testing code,Project planning,,,,,,,,,,,,,,,,,,,Too long,Difficult,
52057,I agree,I am a developer by profession,35-44 years old,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects;Freelance/contract work,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Stack Overflow,Udemy,28,20,"Developer, back-end",20 to 99 employees,I have some influence,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Czech Republic,CZK	Czech koruna,,Python,Python,Dynamodb;Elasticsearch;PostgreSQL,Dynamodb;Elasticsearch;PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS),Django,Django,,,Docker;Homebrew;Pip;Terraform,Docker;Homebrew;Pip;Terraform,IPython;PyCharm;Sublime Text;Visual Studio Code,IPython;PyCharm;Sublime Text;Visual Studio Code,MacOS,MacOS,Jira,Jira,Slack,Slack,,,,,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,,"No, and I don't plan to",,,,,,,,,,,,Yes,People manager,15.0,Strongly agree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,1-2 times a week,3-5 times a week,Never,30-60 minutes a day,60-120 minutes a day,DevOps function;Automated testing;Continuous integration (CI) and (more often) continuous delivery,Financial Services,Appropriate in length,Easy,
52070,I agree,"I used to be a developer by profession, but no longer am",65 years or older,Retired,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;How-to videos,,46,40,,,,Other,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,United Kingdom of Great Britain and Northern Ireland,,,Python,C#;C++,,,,,,,,,,,Visual Studio,Visual Studio,Other Linux-based;Windows,Other Linux-based;Windows,,,Zoom,Zoom,ChatGPT,ChatGPT,,,Stack Overflow,Less than once per month or monthly,No,,"No, not really",,"No, and I don't plan to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too long,Easy,
52120,I agree,I code primarily as a hobby,25-34 years old,"Employed, full-time",In-person,Hobby;Bootstrapping a business;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow,,14,,Data or business analyst,,,Other,Start a free trial;Visit developer communities like Stack Overflow,Kenya,,,Python,HTML/CSS;JavaScript;PHP;Python;SQL;VBA,SQLite,PostgreSQL;SQLite,,,Django,Django;Node.js,,,Pip,Pip,Visual Studio Code,Android Studio;Visual Studio Code,Windows,,,,Whatsapp,Google Meet;Microsoft Teams;Whatsapp,,,,,Stack Overflow;Stack Exchange,A few times per week,No,,"Yes, definitely","Good, but requires careful thought and oversight","No, but I plan to soon",Very favorable,,Somewhat trust,,,,,,,,,Yes,Individual contributor,1.0,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Agree,1-2 times a week,1-2 times a week,Never,30-60 minutes a day,30-60 minutes a day,Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,"Manufacturing, Transportation, or Supply Chain",Too short,Easy,
